period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2024,STX-SNV,USA-NV,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_STX-SNV_MMCF,Texas Natural Gas Interstate Deliveries to Nevada (Million Cubic Feet),2,MMCF
2024,SCT-SNY,NEW YORK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SCT-SNY_2,Connecticut Natural Gas Interstate Deliveries to New York (MMcf),123013,MMCF
2024,SMA-SNY,NEW YORK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMA-SNY_2,Massachusetts Natural Gas Interstate Deliveries to New York (MMcf),0,MMCF
2024,SNJ-SNY,NEW YORK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNJ-SNY_2,New Jersey Natural Gas Interstate Deliveries to New York (MMcf),761164,MMCF
2024,SNY-Z0S,NEW YORK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNY_2,New York Natural Gas Interstate Deliveries (MMcf),942211,MMCF
2024,SPA-SNY,NEW YORK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SPA-SNY_2,Pennsylvania Natural Gas Interstate Deliveries to New York (MMcf),1110552,MMCF
2024,SAR-SOK,USA-OK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAR-SOK_2,Arkansas Natural Gas Interstate Deliveries to Oklahoma (MMcf),0,MMCF
2024,SCO-SOK,USA-OK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SCO-SOK_2,Colorado Natural Gas Interstate Deliveries to Oklahoma (MMcf),72776,MMCF
2024,SKS-SOK,USA-OK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SKS-SOK_2,Kansas Natural Gas Interstate Deliveries to Oklahoma (MMcf),14819,MMCF
2024,SMO-SOK,USA-OK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMO-SOK_2,Missouri Natural Gas Interstate Deliveries to Oklahoma (MMcf),0,MMCF
2024,SOK-Z0S,USA-OK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOK_2,Oklahoma Natural Gas Interstate Deliveries (MMcf),2234866,MMCF
2024,STX-SOK,USA-OK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_STX-SOK_2,Texas Natural Gas Interstate Deliveries to Oklahoma (MMcf),746887,MMCF
2024,SAZ-SNM,USA-NM,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAZ-SNM_2,Arizona Natural Gas Interstate Deliveries to New Mexico (MMcf),0,MMCF
2024,SCO-SNM,USA-NM,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SCO-SNM_2,Colorado Natural Gas Interstate Deliveries to New Mexico (MMcf),289444,MMCF
2024,SNM-Z0S,USA-NM,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNM_2,New Mexico Natural Gas Interstate Deliveries (MMcf),1675236,MMCF
2024,STX-SNM,USA-NM,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_STX-SNM_2,Texas Natural Gas Interstate Deliveries to New Mexico (MMcf),390293,MMCF
2024,SAL-SMS,USA-MS,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAL-SMS_2,Alabama Natural Gas Interstate Deliveries to Mississippi (MMcf),925017,MMCF
2024,SAR-SMS,USA-MS,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAR-SMS_2,Arkansas Natural Gas Interstate Deliveries to Mississippi (MMcf),714330,MMCF
2024,SLA-SMS,USA-MS,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SLA-SMS_2,Louisiana Natural Gas Interstate Deliveries to Mississippi (MMcf),3157625,MMCF
2024,SMS-Z0S,USA-MS,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMS_2,Mississippi Natural Gas Interstate Deliveries (MMcf),5190042,MMCF
2024,STN-SMS,USA-MS,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_STN-SMS_2,Tennessee Natural Gas Interstate Deliveries to Mississippi (MMcf),937282,MMCF
2024,STX-SMS,USA-MS,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_STX-SMS_MMCF,Texas Natural Gas Interstate Deliveries to Mississippi (Million Cubic Feet),1,MMCF
2024,SVT-Z0S,USA-VT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SVT_2,Vermont Natural Gas Interstate Deliveries (MMcf),151520,MMCF
2024,SNH-SVT,USA-VT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SNH-SVT_MMCF,New Hampshire Natural Gas Interstate Deliveries to Vermont (Million Cubic Feet),151520,MMCF
2024,SME-Z0S,USA-ME,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SME_2,Maine Natural Gas Interstate Deliveries (MMcf),52083,MMCF
2024,SNH-SME,USA-ME,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNH-SME_2,New Hampshire Natural Gas Interstate Deliveries to Maine (MMcf),151232,MMCF
2024,SAL-SFL,FLORIDA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAL-SFL_2,Alabama Natural Gas Interstate Deliveries to Florida (MMcf),1356359,MMCF
2024,SFL-Z0S,FLORIDA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SFL_2,Florida Natural Gas Interstate Deliveries (MMcf),0,MMCF
2024,SGA-SFL,FLORIDA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SGA-SFL_2,Georgia Natural Gas Interstate Deliveries to Florida (MMcf),375007,MMCF
2024,STX-SFL,FLORIDA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_STX-SFL_MMCF,Texas Natural Gas Interstate Deliveries to Florida (Million Cubic Feet),2,MMCF
2024,SAZ-SCA,CALIFORNIA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAZ-SCA_2,Arizona Natural Gas Interstate Deliveries to California (MMcf),898052,MMCF
2024,SCA-Z0S,CALIFORNIA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SCA-Z0S_2,California Natural Gas Interstate Deliveries to All States (Million Cubic Feet),129533,MMCF
2024,SNV-SCA,CALIFORNIA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNV-SCA_2,Nevada Natural Gas Interstate Deliveries to California (MMcf),458589,MMCF
2024,SOR-SCA,CALIFORNIA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOR-SCA_2,Oregon Natural Gas Interstate Deliveries to California (MMcf),686167,MMCF
2024,SNC-Z0S,USA-NC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNC_2,North Carolina Natural Gas Interstate Deliveries (MMcf),1,MMCF
2024,SSC-SNC,USA-NC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SSC-SNC_2,South Carolina Natural Gas Interstate Deliveries to North Carolina (MMcf),132044,MMCF
2024,SVA-SNC,USA-NC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SVA-SNC_2,Virginia Natural Gas Interstate Deliveries to North Carolina (MMcf),588591,MMCF
2024,SAL-SNC,USA-NC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SAL-SNC_MMCF,Alabama Natural Gas Interstate Deliveries to North Carolina (MMcf),20,MMCF
2024,SLA-SNC,USA-NC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SLA-SNC_MMCF,Louisiana Natural Gas Interstate Deliveries to North Carolina (Million Cubic Feet),2,MMCF
2024,STX-SNC,USA-NC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_STX-SNC_MMCF,Texas Natural Gas Interstate Deliveries to North Carolina (Million Cubic Feet),2,MMCF
2024,SMT-Z0S,USA-MT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMT_2,Montana Natural Gas Interstate Deliveries (MMcf),213531,MMCF
2024,SND-SMT,USA-MT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SND-SMT_2,North Dakota Natural Gas Interstate Deliveries to Montana (MMcf),54881,MMCF
2024,SWY-SMT,USA-MT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWY-SMT_2,Wyoming Natural Gas Interstate Deliveries to Montana (MMcf),24586,MMCF
2024,SCO-SMT,USA-MT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SCO-SMT_MMCF,Colorado Natural Gas Interstate Deliveries to Montana (Million Cubic Feet),4,MMCF
2024,SID-SMT,USA-MT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SID-SMT_MMCF,Idaho Natural Gas Interstate Deliveries to Montana (Million Cubic Feet),10,MMCF
2024,SIL-SWI,USA-WI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIL-SWI_2,Illinois Natural Gas Interstate Deliveries to Wisconsin (MMcf),394989,MMCF
2024,SMI-SWI,USA-WI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMI-SWI_2,Michigan Natural Gas Interstate Deliveries to Wisconsin (MMcf),119729,MMCF
2024,SMN-SWI,USA-WI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMN-SWI_2,Minnesota Natural Gas Interstate Deliveries to Wisconsin (MMcf),567506,MMCF
2024,SWI-Z0S,USA-WI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWI_2,Wisconsin Natural Gas Interstate Deliveries (MMcf),486529,MMCF
2024,SDE-SMD,USA-MD,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SDE-SMD_2,Delaware Natural Gas Interstate Deliveries to Maryland (MMcf),6950,MMCF
2024,SMD-Z0S,USA-MD,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMD_2,Maryland Natural Gas Interstate Deliveries (MMcf),975834,MMCF
2024,SPA-SMD,USA-MD,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SPA-SMD_2,Pennsylvania Natural Gas Interstate Deliveries to Maryland (MMcf),1101452,MMCF
2024,SVA-SMD,USA-MD,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SVA-SMD_2,Virginia Natural Gas Interstate Deliveries to Maryland (MMcf),403280,MMCF
2024,SDC-SMD,USA-MD,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SDC-SMD_MMCF,District of Columbia Natural Gas Interstate Deliveries to Maryland (Million Cubic Feet),0,MMCF
2024,SCT-Z0S,USA-CT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SCT_2,Connecticut Natural Gas Interstate Deliveries (MMcf),363061,MMCF
2024,SMA-SCT,USA-CT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMA-SCT_2,Massachusetts Natural Gas Interstate Deliveries to Connecticut (MMcf),1031,MMCF
2024,SNY-SCT,USA-CT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNY-SCT_2,New York Natural Gas Interstate Deliveries to Connecticut (MMcf),637197,MMCF
2024,SPA-SCT,USA-CT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SPA-SCT_MMCF,Pennsylvania Natural Gas Interstate Deliveries to Connecticut (Million Cubic Feet),1,MMCF
2024,SRI-SCT,USA-CT,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SRI-SCT_MMCF,Rhode Island Natural Gas Interstate Deliveries to Connecticut (Million Cubic Feet),0,MMCF
2024,SAL-SSC,USA-SC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAL-SSC_2,Alabama Natural Gas Interstate Deliveries to South Carolina (MMcf),0,MMCF
2024,SGA-SSC,USA-SC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SGA-SSC_2,Georgia Natural Gas Interstate Deliveries to South Carolina (MMcf),617596,MMCF
2024,SNC-SSC,USA-SC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNC-SSC_2,North Carolina Natural Gas Interstate Deliveries to South Carolina (MMcf),0,MMCF
2024,SSC-Z0S,USA-SC,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SSC_2,South Carolina Natural Gas Interstate Deliveries (MMcf),327149,MMCF
2024,SID-Z0S,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SID_2,Idaho Natural Gas Interstate Deliveries (MMcf),934508,MMCF
2024,SOR-SID,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOR-SID_2,Oregon Natural Gas Interstate Deliveries to Idaho (MMcf),50026,MMCF
2024,SUT-SID,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SUT-SID_2,Utah Natural Gas Interstate Deliveries to Idaho (MMcf),86533,MMCF
2024,SWA-SID,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWA-SID_2,Washington Natural Gas Interstate Deliveries to Idaho (MMcf),11254,MMCF
2024,SWY-SID,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWY-SID_2,Wyoming Natural Gas Interstate Deliveries to Idaho (MMcf),9,MMCF
2024,SCO-SID,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SCO-SID_MMCF,Colorado Natural Gas Interstate Deliveries to Idaho (Million Cubic Feet),2,MMCF
2024,SID-SUT,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SID-SUT_MMCF,Idaho Interstate Movements: Deliveries of Natural Gas (Million Cubic Feet),0,MMCF
2024,SNV-SID,USA-ID,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SNV-SID_MMCF,Nevada Natural Gas Interstate Deliveries to Idaho (Million Cubic Feet),0,MMCF
2024,SID-SWA,WASHINGTON,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SID-SWA_2,Idaho Natural Gas Interstate Deliveries to Washington (MMcf),907711,MMCF
2024,SOR-SWA,WASHINGTON,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOR-SWA_2,Oregon Natural Gas Interstate Deliveries to Washington (MMcf),20172,MMCF
2024,SWA-Z0S,WASHINGTON,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWA_2,Washington Natural Gas Interstate Deliveries (MMcf),936681,MMCF
2024,SID-SOR,USA-OR,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SID-SOR_2,Idaho Natural Gas Interstate Deliveries to Oregon (MMcf),0,MMCF
2024,SOR-Z0S,USA-OR,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOR_2,Oregon Natural Gas Interstate Deliveries (MMcf),756365,MMCF
2024,SWA-SOR,USA-OR,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWA-SOR_2,Washington Natural Gas Interstate Deliveries to Oregon (MMcf),925427,MMCF
2024,SCA-SOR,USA-OR,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SCA-SOR_MMCF,California Natural Gas Interstate Deliveries to Oregon (Million Cubic Feet),0,MMCF
2024,SNV-SOR,USA-OR,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SNV-SOR_MMCF,Nevada Natural Gas Interstate Deliveries to Oregon (MMcf),122360,MMCF
2024,SKY-SWV,USA-WV,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SKY-SWV_2,Kentucky Natural Gas Interstate Deliveries to West Virginia (MMcf),0,MMCF
2024,SOH-SWV,USA-WV,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOH-SWV_2,Ohio Natural Gas Interstate Deliveries to West Virginia (MMcf),0,MMCF
2024,SPA-SWV,USA-WV,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SPA-SWV_2,Pennsylvania Natural Gas Interstate Deliveries to West Virginia (MMcf),473230,MMCF
2024,SVA-SWV,USA-WV,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SVA-SWV_2,Virginia Natural Gas Interstate Deliveries to West Virginia (MMcf),0,MMCF
2024,SWV-Z0S,USA-WV,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWV_2,West Virginia Natural Gas Interstate Deliveries (MMcf),3046648,MMCF
2024,SIN-SKY,USA-KY,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIN-SKY_2,Indiana Natural Gas Interstate Deliveries to Kentucky (MMcf),242255,MMCF
2024,SKY-Z0S,USA-KY,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SKY_2,Kentucky Natural Gas Interstate Deliveries (MMcf),2384229,MMCF
2024,SOH-SKY,USA-KY,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOH-SKY_2,Ohio Natural Gas Interstate Deliveries to Kentucky (MMcf),1083370,MMCF
2024,STN-SKY,USA-KY,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_STN-SKY_2,Tennessee Natural Gas Interstate Deliveries to Kentucky (MMcf),336429,MMCF
2024,SWV-SKY,USA-KY,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SWV-SKY_MMCF,West Virginia Natural Gas Interstate Deliveries to Kentucky (MMcf),1041428,MMCF
2024,SIA-Z0S,USA-IA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIA_2,Iowa Natural Gas Interstate Deliveries (MMcf),1517093,MMCF
2024,SIL-SIA,USA-IA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIL-SIA_2,Illinois Natural Gas Interstate Deliveries to Iowa (MMcf),0,MMCF
2024,SMN-SIA,USA-IA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMN-SIA_2,Minnesota Natural Gas Interstate Deliveries to Iowa (MMcf),1200021,MMCF
2024,SMO-SIA,USA-IA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMO-SIA_2,Missouri Natural Gas Interstate Deliveries to Iowa (MMcf),162377,MMCF
2024,SNE-SIA,USA-IA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNE-SIA_2,Nebraska Natural Gas Interstate Deliveries to Iowa (MMcf),635053,MMCF
2024,SSD-SIA,USA-IA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SSD-SIA_2,South Dakota Natural Gas Interstate Deliveries to Iowa (MMcf),145,MMCF
2024,SIA-SMO,USA-IA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGA_EPG0_MID_SIA-SMO_MMCF,Iowa Natural Gas Interstate Movements: Deliveries From Missouri (Million Cubic Feet),651,MMCF
2024,SAZ-Z0S,USA-AZ,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAZ_2,Arizona Natural Gas Interstate Deliveries (MMcf),898052,MMCF
2024,SNM-SAZ,USA-AZ,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNM-SAZ_2,New Mexico Natural Gas Interstate Deliveries to Arizona (MMcf),1455522,MMCF
2024,SCA-SAZ,USA-AZ,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA_EPG0_MID_SCA-SAZ_MMCF,California Natural Gas Interstate Deliveries to Arizona (Million Cubic Feet),81121,MMCF
2024,SCO-SAZ,USA-AZ,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SCO-SAZ_MMCF,Colorado Natural Gas Interstate Deliveries to Arizona (MMcf),31,MMCF
2024,SWY-SAZ,USA-AZ,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SWY-SAZ_MMCF,Wyoming Natural Gas Interstate Deliveries to Arizona (Million Cubic Feet),1,MMCF
2024,SIN-SOH,OHIO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIN-SOH_2,Indiana Natural Gas Interstate Deliveries to Ohio (MMcf),343996,MMCF
2024,SKY-SOH,OHIO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SKY-SOH_2,Kentucky Natural Gas Interstate Deliveries to Ohio (MMcf),33224,MMCF
2024,SMI-SOH,OHIO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMI-SOH_2,Michigan Natural Gas Interstate Deliveries to Ohio (MMcf),0,MMCF
2024,SOH-Z0S,OHIO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOH_2,Ohio Natural Gas Interstate Deliveries (MMcf),3639689,MMCF
2024,SPA-SOH,OHIO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SPA-SOH_2,Pennsylvania Natural Gas Interstate Deliveries to Ohio (MMcf),1533381,MMCF
2024,SWV-SOH,OHIO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWV-SOH_2,West Virginia Natural Gas Interstate Deliveries to Ohio (MMcf),1120636,MMCF
2024,SLA-SOH,OHIO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SLA-SOH_MMCF,Louisiana Natural Gas Interstate Deliveries to Ohio (Million Cubic Feet),0,MMCF
2024,SHI-Z0S,USA-HI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SHI-Z0S_MMCF,Hawaii Natural Gas Interstate Deliveries to Hawaii (Million Cubic Feet),0,MMCF
2024,SDE-SPA,USA-PA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SDE-SPA_2,Delaware Natural Gas Interstate Deliveries to Pennsylvania (MMcf),0,MMCF
2024,SMD-SPA,USA-PA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMD-SPA_2,Maryland Natural Gas Interstate Deliveries to Pennsylvania (MMcf),0,MMCF
2024,SNY-SPA,USA-PA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNY-SPA_2,New York Natural Gas Interstate Deliveries to Pennsylvania (MMcf),44219,MMCF
2024,SOH-SPA,USA-PA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SOH-SPA_2,Ohio Natural Gas Interstate Deliveries to Pennsylvania (MMcf),44,MMCF
2024,SPA-Z0S,USA-PA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SPA_2,Pennsylvania Natural Gas Interstate Deliveries (MMcf),5891125,MMCF
2024,SWV-SPA,USA-PA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWV-SPA_2,West Virginia Natural Gas Interstate Deliveries to Pennsylvania (MMcf),387381,MMCF
2024,SNJ-SPA,USA-PA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SNJ-SPA_MMCF,New Jersey Natural Gas Interstate Deliveries to Pennsylvania (Million Cubic Feet),0,MMCF
2024,SIA-SIL,USA-IL,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIA-SIL_2,Iowa Natural Gas Interstate Deliveries to Illinois (MMcf),1140969,MMCF
2024,SIL-Z0S,USA-IL,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIL_2,Illinois Natural Gas Interstate Deliveries (MMcf),1134890,MMCF
2024,SIN-SIL,USA-IL,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SIN-SIL_2,Indiana Natural Gas Interstate Deliveries to Illinois (MMcf),434439,MMCF
2024,SMO-SIL,USA-IL,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMO-SIL_2,Missouri Natural Gas Interstate Deliveries to Illinois (MMcf),450139,MMCF
2024,SWI-SIL,USA-IL,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SWI-SIL_2,Wisconsin Natural Gas Interstate Deliveries to Illinois (MMcf),0,MMCF
2024,SAL-SLA,USA-LA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAL-SLA_2,Alabama Natural Gas Interstate Deliveries to Louisiana (MMcf),391,MMCF
2024,SAR-SLA,USA-LA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAR-SLA_2,Arkansas Natural Gas Interstate Deliveries to Louisiana (MMcf),274299,MMCF
2024,SLA-Z0S,USA-LA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SLA_2,Louisiana Natural Gas Interstate Deliveries (MMcf),3723804,MMCF
2024,SMS-SLA,USA-LA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMS-SLA_2,Mississippi Natural Gas Interstate Deliveries to Louisiana (MMcf),1063543,MMCF
2024,STX-SLA,USA-LA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_STX-SLA_2,Texas Natural Gas Interstate Deliveries to Louisiana (MMcf),2899244,MMCF
2024,SOH-SLA,USA-LA,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NGM_EPG0_MID_SOH-SLA_MMCF,Ohio Natural Gas Interstate Deliveries to Louisiana (MMcf),223766,MMCF
2024,SCT-SRI,USA-RI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SCT-SRI_2,Connecticut Natural Gas Interstate Deliveries to Rhode Island (MMcf),240048,MMCF
2024,SMA-SRI,USA-RI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMA-SRI_2,Massachusetts Natural Gas Interstate Deliveries to Rhode Island (MMcf),46300,MMCF
2024,SRI-Z0S,USA-RI,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SRI_2,Rhode Island Natural Gas Interstate Deliveries (MMcf),187633,MMCF
2024,SMA-SNH,USA-NH,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SMA-SNH_2,Massachusetts Natural Gas Interstate Deliveries to New Hampshire (MMcf),36040,MMCF
2024,SME-SNH,USA-NH,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SME-SNH_2,Maine Natural Gas Interstate Deliveries to New Hampshire (MMcf),52083,MMCF
2024,SNH-Z0S,USA-NH,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNH_2,New Hampshire Natural Gas Interstate Deliveries (MMcf),331245,MMCF
2024,SVT-SNH,USA-NH,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SVT-SNH_2,Vermont Natural Gas Interstate Deliveries to New Hampshire (MMcf),151520,MMCF
2024,SAK-Z0S,USA-AK,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SAK_2,Alaska Natural Gas Interstate Deliveries (MMcf),0,MMCF
2024,SCO-Z0S,COLORADO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SCO_2,Colorado Natural Gas Interstate Deliveries (MMcf),1890734,MMCF
2024,SKS-SCO,COLORADO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SKS-SCO_2,Kansas Natural Gas Interstate Deliveries to Colorado (MMcf),1472,MMCF
2024,SNE-SCO,COLORADO,EPG0,Natural Gas,MID,Interstate Movements: Deliveries,NA1250_SNE-SCO_2,Nebraska Natural Gas Interstate Deliveries to Colorado (MMcf),378460,MMCF
